,title,rank,date,artist,url,region,chart,trend,streams,date_objects
25224344,You Know That I Love You,47,2021-12-31,Harvey M,https://open.spotify.com/track/6v5VxQOaYShyi8TyGVArrD,Australia,viral50,MOVE_UP,,2021-12-31
25224345,The Perfect Girl,48,2021-12-31,Mareux,https://open.spotify.com/track/5RBOcBpJXaNnHCGViJmYhh,Australia,viral50,MOVE_UP,,2021-12-31
25224346,All Of You,49,2021-12-31,"Stephanie Beatriz, Olga Merediz, John Leguizamo, Adassa, Maluma, Encanto - Cast",https://open.spotify.com/track/4X25mFLehFnxa1TwtLKcE2,Australia,viral50,NEW_ENTRY,,2021-12-31
25224347,Just Look Up (From Don’t Look Up),50,2021-12-31,"Ariana Grande, Kid Cudi",https://open.spotify.com/track/3QPBocWfIcOCdFFvmqn60F,Australia,viral50,NEW_ENTRY,,2021-12-31
25224348,TO THE,1,2021-12-31,GoldSkull,https://open.spotify.com/track/3kvm9xedJN0uVx9kFmcFdf,Austria,viral50,SAME_POSITION,,2021-12-31
25224349,Down Under (feat. Colin Hay),2,2021-12-31,Luude,https://open.spotify.com/track/7AVyve7cFYTd51ha5i9kE2,Austria,viral50,SAME_POSITION,,2021-12-31
25224350,Nüsse Sind Gesund,3,2021-12-31,"NoooN, Kati Breuer",https://open.spotify.com/track/6uKVhb3OoAoBHbfoXd02Dj,Austria,viral50,SAME_POSITION,,2021-12-31
25224351,Rasselbande,4,2021-12-31,"OTPendia, bella bazz, OT",https://open.spotify.com/track/7sxn16XyaEr1K8WxYrfJ2I,Austria,viral50,SAME_POSITION,,2021-12-31
25224352,Love Grows (Where My Rosemary Goes),5,2021-12-31,Edison Lighthouse,https://open.spotify.com/track/5Ts1DYOuouQLgzTaisxWYh,Austria,viral50,MOVE_UP,,2021-12-31
25224353,"An der schönen blauen Donau, Walzer, Op. 314",6,2021-12-31,"Johann Strauss II, Gustavo Dudamel, Wiener Philharmoniker",https://open.spotify.com/track/7woSMo1G2Xa6wIhikr4Ps1,Austria,viral50,NEW_ENTRY,,2021-12-31
25224354,DTB,7,2021-12-31,Merczz,https://open.spotify.com/track/6BoXckigjvnIAZVQV6lELq,Austria,viral50,MOVE_DOWN,,2021-12-31
25224355,I AM WOMAN,8,2021-12-31,Emmy Meli,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb,Austria,viral50,MOVE_DOWN,,2021-12-31
25224356,We Don't Talk About Bruno,9,2021-12-31,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",https://open.spotify.com/track/52xJxFP6TqMuO4Yt0eOkMz,Austria,viral50,MOVE_DOWN,,2021-12-31
25224357,Surface Pressure,10,2021-12-31,Jessica Darrow,https://open.spotify.com/track/760jhRscwGbIIe1m1IIQpU,Austria,viral50,MOVE_DOWN,,2021-12-31
25224358,DER LETZTE SONG (ALLES WIRD GUT) (feat. Fred Rabe),11,2021-12-31,KUMMER,https://open.spotify.com/track/2FQRZLR31e3423Nmrgv0Pv,Austria,viral50,MOVE_UP,,2021-12-31
25224359,Swimming Pool,12,2021-12-31,Marie Madeleine,https://open.spotify.com/track/3BMqVk2NJbH4fxf84e8kDC,Austria,viral50,MOVE_DOWN,,2021-12-31
25224360,abcdefu,13,2021-12-31,GAYLE,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL,Austria,viral50,MOVE_UP,,2021-12-31
25224361,Shake,14,2021-12-31,"IShowSpeed, Aura The Scientist",https://open.spotify.com/track/18pZAkoz9eNXd6gpy48RQL,Austria,viral50,MOVE_DOWN,,2021-12-31
25224362,Mit Dir,15,2021-12-31,Sido,https://open.spotify.com/track/2xFMvrqk99biaLQavjufta,Austria,viral50,MOVE_UP,,2021-12-31
25224363,Pope Is a Rockstar,16,2021-12-31,SALES,https://open.spotify.com/track/0So2sgVa8aJiARPl2P29u2,Austria,viral50,MOVE_UP,,2021-12-31
25224364,Move Your Body,17,2021-12-31,"Öwnboss, Sevek",https://open.spotify.com/track/6GomT970rCOkKAyyrwJeZi,Austria,viral50,MOVE_UP,,2021-12-31
25224365,Sahara,18,2021-12-31,Hensonn,https://open.spotify.com/track/6nqdgUTiWt4JbABDurkxMI,Austria,viral50,MOVE_DOWN,,2021-12-31
25224366,Shiko,19,2021-12-31,"Gehlektek, TakaTuka",https://open.spotify.com/track/011dWhYZyNEITebRXv3ARB,Austria,viral50,MOVE_UP,,2021-12-31
25224367,"30/90 (from ""tick, tick... BOOM!"" Soundtrack from the Netflix Film)",20,2021-12-31,"Andrew Garfield, Joshua Henry, Vanessa Hudgens, Robin de Jesus, Alexandra Shipp, MJ Rodriguez",https://open.spotify.com/track/55MIRLbZzpYSmMlRt9ZDWM,Austria,viral50,MOVE_DOWN,,2021-12-31
25224368,Jungle - Radio Edit,21,2021-12-31,Emma Louise,https://open.spotify.com/track/7CIcArZw3IdxTBWuXY484Q,Austria,viral50,MOVE_DOWN,,2021-12-31
25224369,It's Called: Freefall,22,2021-12-31,Rainbow Kitten Surprise,https://open.spotify.com/track/474uVhyGgK5MtY9gMcDgGl,Austria,viral50,MOVE_DOWN,,2021-12-31
25224370,Just A Little While,23,2021-12-31,The 502s,https://open.spotify.com/track/3CL0eXel8usNNSCQ6OT7KJ,Austria,viral50,MOVE_UP,,2021-12-31
25224371,BM (London View),24,2021-12-31,OTP,https://open.spotify.com/track/2swRdG3vAk5bYBR3oSf1cg,Austria,viral50,MOVE_UP,,2021-12-31
25224372,4am,25,2021-12-31,JBee,https://open.spotify.com/track/3jTWd38NseaNnSuIK2Ybsp,Austria,viral50,SAME_POSITION,,2021-12-31
25224373,It'll Be Okay,26,2021-12-31,Shawn Mendes,https://open.spotify.com/track/2KnLkZ3z7PO3kgVGHGqDpD,Austria,viral50,MOVE_DOWN,,2021-12-31
25224374,I Can Feel It,27,2021-12-31,Sickick,https://open.spotify.com/track/1Wx3fls2p1CXqXtm3xlJeZ,Austria,viral50,MOVE_DOWN,,2021-12-31
25224375,superswag pt. 1,28,2021-12-31,"ilyproxy, leander, Hadesthegrim, eversonder",https://open.spotify.com/track/08556SGxHuwQGdFKjCblO6,Austria,viral50,SAME_POSITION,,2021-12-31
25224376,Super Idol - Remix,29,2021-12-31,Samstring,https://open.spotify.com/track/5t07RuwZAUBBnF2tWKwgmP,Austria,viral50,MOVE_UP,,2021-12-31
25224377,Do It To It,30,2021-12-31,"ACRAZE, Cherish",https://open.spotify.com/track/20on25jryn53hWghthWWW3,Austria,viral50,MOVE_UP,,2021-12-31
25224378,Die For You,31,2021-12-31,"VALORANT, Grabbitz",https://open.spotify.com/track/2lz3zjQ5QCVXiyOzIk02vW,Austria,viral50,MOVE_DOWN,,2021-12-31
25224379,Sunroof,32,2021-12-31,"Nicky Youre, dazy",https://open.spotify.com/track/3RfTeIrWS8LNrfHYwechtt,Austria,viral50,MOVE_UP,,2021-12-31
25224380,Kül,33,2021-12-31,"Cem Adrian, Mark Eliyahu",https://open.spotify.com/track/5NPg92vbjaGk4q9mh7MMEM,Austria,viral50,MOVE_DOWN,,2021-12-31
25224381,IN THE CLUB,34,2021-12-31,Mishashi Sensei,https://open.spotify.com/track/7vX0rvoGneCCOJ2QPruNNZ,Austria,viral50,SAME_POSITION,,2021-12-31
25224382,Coming for You (feat. A1 x J1),35,2021-12-31,SwitchOTR,https://open.spotify.com/track/1xIqDFx3KdByBnKMlTECcM,Austria,viral50,MOVE_DOWN,,2021-12-31
25224383,Alien Blues,36,2021-12-31,Vundabar,https://open.spotify.com/track/11iIikXxC6NP0Ma8vMD27x,Austria,viral50,MOVE_DOWN,,2021-12-31
25224384,Druck,37,2021-12-31,Jenniffer Kae,https://open.spotify.com/track/6lq2ScYLYvIwQwTGEYjFW2,Austria,viral50,MOVE_UP,,2021-12-31
25224385,Ginseng Strip 2002,38,2021-12-31,Yung Lean,https://open.spotify.com/track/79nEEoEPY2w8EXj9hjn5oc,Austria,viral50,MOVE_DOWN,,2021-12-31
25224386,Donauwalzer,39,2021-12-31,Vienna Art Orchestra,https://open.spotify.com/track/71r5vQJQv7xAnOsFDCTEmQ,Austria,viral50,NEW_ENTRY,,2021-12-31
25224387,My Humps,40,2021-12-31,"Joshwa, Lee Foss",https://open.spotify.com/track/5WoBAyXaOnKEfvsZocrPeT,Austria,viral50,NEW_ENTRY,,2021-12-31
25224388,Stargazing,41,2021-12-31,Oskar Haag,https://open.spotify.com/track/4loC4EMmKJkMOBUVAqVnJI,Austria,viral50,MOVE_UP,,2021-12-31
25224389,MIDDLE OF THE NIGHT,42,2021-12-31,Elley Duhé,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly,Austria,viral50,MOVE_DOWN,,2021-12-31
25224390,Happy Death Day,43,2021-12-31,Xdinary Heroes,https://open.spotify.com/track/3a4VCqofc7Wf7cqfZYu2Ad,Austria,viral50,MOVE_DOWN,,2021-12-31
25224391,Cocaine Jesus,44,2021-12-31,Rainbow Kitten Surprise,https://open.spotify.com/track/0ZAbupc7jAQpG9IxojQ3s3,Austria,viral50,MOVE_DOWN,,2021-12-31
25224392,Pummerin und Donauwalzer,45,2021-12-31,"Johann Strauss II, Franz Marszalek",https://open.spotify.com/track/6SvwSRG0khOf4OTKoUxOUB,Austria,viral50,NEW_ENTRY,,2021-12-31
25224393,Super Max!,46,2021-12-31,Pitstop Boys,https://open.spotify.com/track/4gqOzJPGNCvEnS1u5YHOkp,Austria,viral50,MOVE_DOWN,,2021-12-31
25224394,Ich Muss Gar Nichts,47,2021-12-31,Antje Schomaker,https://open.spotify.com/track/4k3Fa19nJi0YPXuiUtZkOp,Austria,viral50,MOVE_DOWN,,2021-12-31
25224395,La Espada,48,2021-12-31,Eternal Raijin,https://open.spotify.com/track/6w969Gr8VhF02vaHs67oo9,Austria,viral50,MOVE_DOWN,,2021-12-31
25224396,Helikopter,49,2021-12-31,Fazlija,https://open.spotify.com/track/3xGOOOPD2HjErQLyRFk5Wf,Austria,viral50,MOVE_DOWN,,2021-12-31
25224397,On My Own,50,2021-12-31,Darci,https://open.spotify.com/track/0F4FejjWi3bf5vGOkuQwPS,Austria,viral50,NEW_ENTRY,,2021-12-31
25224398,Dat heb jij gedaan,1,2021-12-31,MEAU,https://open.spotify.com/track/6lgIi3ixBsr4cMt3r19yX9,Belgium,viral50,SAME_POSITION,,2021-12-31
25224399,Down Under (feat. Colin Hay),2,2021-12-31,Luude,https://open.spotify.com/track/7AVyve7cFYTd51ha5i9kE2,Belgium,viral50,MOVE_UP,,2021-12-31
25224400,Buren,3,2021-12-31,Turfy Gang,https://open.spotify.com/track/7erbctwXpJ5IMpZVgvI7Jm,Belgium,viral50,MOVE_DOWN,,2021-12-31
25224401,TO THE,4,2021-12-31,GoldSkull,https://open.spotify.com/track/3kvm9xedJN0uVx9kFmcFdf,Belgium,viral50,MOVE_DOWN,,2021-12-31
25224402,I AM WOMAN,5,2021-12-31,Emmy Meli,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb,Belgium,viral50,SAME_POSITION,,2021-12-31
25224403,We Don't Talk About Bruno,6,2021-12-31,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",https://open.spotify.com/track/52xJxFP6TqMuO4Yt0eOkMz,Belgium,viral50,SAME_POSITION,,2021-12-31
25224404,Surface Pressure,7,2021-12-31,Jessica Darrow,https://open.spotify.com/track/760jhRscwGbIIe1m1IIQpU,Belgium,viral50,SAME_POSITION,,2021-12-31
25224405,Love Grows (Where My Rosemary Goes),8,2021-12-31,Edison Lighthouse,https://open.spotify.com/track/5Ts1DYOuouQLgzTaisxWYh,Belgium,viral50,MOVE_UP,,2021-12-31
25224406,Shake,9,2021-12-31,"IShowSpeed, Aura The Scientist",https://open.spotify.com/track/18pZAkoz9eNXd6gpy48RQL,Belgium,viral50,MOVE_DOWN,,2021-12-31
25224407,Shiko,10,2021-12-31,"Gehlektek, TakaTuka",https://open.spotify.com/track/011dWhYZyNEITebRXv3ARB,Belgium,viral50,MOVE_DOWN,,2021-12-31
25224408,abcdefu,11,2021-12-31,GAYLE,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL,Belgium,viral50,MOVE_DOWN,,2021-12-31
25224409,No Wahala,12,2021-12-31,1da Banton,https://open.spotify.com/track/4vHy2IHzf3EabEa7oMpUZB,Belgium,viral50,MOVE_UP,,2021-12-31
25224410,Waterval,13,2021-12-31,K3,https://open.spotify.com/track/79JuksO8bRLKojdLSArnvL,Belgium,viral50,MOVE_DOWN,,2021-12-31
25224411,MAUVAIS PAYEUR,14,2021-12-31,La Fève,https://open.spotify.com/track/18gJ5bLhq6cfKJefdwzGpj,Belgium,viral50,SAME_POSITION,,2021-12-31
25224412,Swimming Pool,15,2021-12-31,Marie Madeleine,https://open.spotify.com/track/3BMqVk2NJbH4fxf84e8kDC,Belgium,viral50,MOVE_UP,,2021-12-31
25224413,"30/90 (from ""tick, tick... BOOM!"" Soundtrack from the Netflix Film)",16,2021-12-31,"Andrew Garfield, Joshua Henry, Vanessa Hudgens, Robin de Jesus, Alexandra Shipp, MJ Rodriguez",https://open.spotify.com/track/55MIRLbZzpYSmMlRt9ZDWM,Belgium,viral50,SAME_POSITION,,2021-12-31
25224414,Sous les apparences,17,2021-12-31,Ana Ka,https://open.spotify.com/track/3GZTxNYUu7PpXv47oCMa4G,Belgium,viral50,MOVE_UP,,2021-12-31
25224415,DTB,18,2021-12-31,Merczz,https://open.spotify.com/track/6BoXckigjvnIAZVQV6lELq,Belgium,viral50,SAME_POSITION,,2021-12-31
25224416,MIDDLE OF THE NIGHT,19,2021-12-31,Elley Duhé,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly,Belgium,viral50,MOVE_UP,,2021-12-31
25224417,My Humps,20,2021-12-31,"Joshwa, Lee Foss",https://open.spotify.com/track/5WoBAyXaOnKEfvsZocrPeT,Belgium,viral50,MOVE_UP,,2021-12-31
25224418,HMU,21,2021-12-31,Tobias Dray,https://open.spotify.com/track/60U1w8wJMlPvXRdPaLAYqi,Belgium,viral50,MOVE_UP,,2021-12-31
25224419,Pope Is a Rockstar,22,2021-12-31,SALES,https://open.spotify.com/track/0So2sgVa8aJiARPl2P29u2,Belgium,viral50,MOVE_UP,,2021-12-31
25224420,Do It To It,23,2021-12-31,"ACRAZE, Cherish",https://open.spotify.com/track/20on25jryn53hWghthWWW3,Belgium,viral50,MOVE_UP,,2021-12-31
25224421,It'll Be Okay,24,2021-12-31,Shawn Mendes,https://open.spotify.com/track/2KnLkZ3z7PO3kgVGHGqDpD,Belgium,viral50,SAME_POSITION,,2021-12-31
25224422,Frozen Gold,25,2021-12-31,MKAY,https://open.spotify.com/track/0yKiMguQ0krHIg1mnZxHaC,Belgium,viral50,SAME_POSITION,,2021-12-31
25224423,Coming for You (feat. A1 x J1),26,2021-12-31,SwitchOTR,https://open.spotify.com/track/1xIqDFx3KdByBnKMlTECcM,Belgium,viral50,SAME_POSITION,,2021-12-31
25224424,Just A Little While,27,2021-12-31,The 502s,https://open.spotify.com/track/3CL0eXel8usNNSCQ6OT7KJ,Belgium,viral50,MOVE_UP,,2021-12-31
25224425,Ginseng Strip 2002,28,2021-12-31,Yung Lean,https://open.spotify.com/track/79nEEoEPY2w8EXj9hjn5oc,Belgium,viral50,MOVE_DOWN,,2021-12-31
25224426,Ne parlons pas de Bruno,29,2021-12-31,"Sharon Laloum, Julian Ortiz Cardona, Angèle Humeau, Tom Almodar, Kaycie Chase, Camille Timmerman, Encanto - Cast",https://open.spotify.com/track/6kGDQTU0FOUC29gILRZ4ZW,Belgium,viral50,MOVE_UP,,2021-12-31
25224427,Amsterdam,30,2021-12-31,FLEMMING,https://open.spotify.com/track/7lP1zUASWfS5TLBdQDj3DA,Belgium,viral50,MOVE_UP,,2021-12-31
25224428,The Family Madrigal,31,2021-12-31,"Stephanie Beatriz, Olga Merediz, Encanto - Cast",https://open.spotify.com/track/4b1yxSdlumA8N4fEk4UOZp,Belgium,viral50,SAME_POSITION,,2021-12-31
25224429,Cool Abdoul Theme Song,32,2021-12-31,"One Track Brain, Mariem Hassan",https://open.spotify.com/track/1x0HKnLUlmZEecQLFWngii,Belgium,viral50,MOVE_UP,,2021-12-31
25224430,Happy Death Day,33,2021-12-31,Xdinary Heroes,https://open.spotify.com/track/3a4VCqofc7Wf7cqfZYu2Ad,Belgium,viral50,MOVE_UP,,2021-12-31
25224431,Dos Oruguitas,34,2021-12-31,Sebastian Yatra,https://open.spotify.com/track/5rohUzwEoRsUvAA1Bf3DLo,Belgium,viral50,MOVE_DOWN,,2021-12-31
25224432,Alien Blues,35,2021-12-31,Vundabar,https://open.spotify.com/track/11iIikXxC6NP0Ma8vMD27x,Belgium,viral50,MOVE_UP,,2021-12-31
25224433,Helikopter,36,2021-12-31,Fazlija,https://open.spotify.com/track/3xGOOOPD2HjErQLyRFk5Wf,Belgium,viral50,MOVE_UP,,2021-12-31
25224434,It's Called: Freefall,37,2021-12-31,Rainbow Kitten Surprise,https://open.spotify.com/track/474uVhyGgK5MtY9gMcDgGl,Belgium,viral50,MOVE_DOWN,,2021-12-31
25224435,ELEVEN,38,2021-12-31,IVE,https://open.spotify.com/track/7n2FZQsaLb7ZRfRPfEeIvr,Belgium,viral50,MOVE_DOWN,,2021-12-31
25224436,Sahara,39,2021-12-31,Hensonn,https://open.spotify.com/track/6nqdgUTiWt4JbABDurkxMI,Belgium,viral50,MOVE_DOWN,,2021-12-31
25224437,Fairytale of New York (feat. Kirsty MacColl),40,2021-12-31,The Pogues,https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK,Belgium,viral50,MOVE_DOWN,,2021-12-31
25224438,Ik Ben Kachel,41,2021-12-31,OBZ,https://open.spotify.com/track/0rEuuYpZ2yWU6ppTJpe9wT,Belgium,viral50,NEW_ENTRY,,2021-12-31
25224439,Stop The Cavalry,42,2021-12-31,Jona Lewie,https://open.spotify.com/track/2bPQuniBB9x0fRtxDly0kr,Belgium,viral50,MOVE_DOWN,,2021-12-31
25224440,Sunset,43,2021-12-31,pixelbobby,https://open.spotify.com/track/0LBpzdYnWesRulHJOxWlC4,Belgium,viral50,SAME_POSITION,,2021-12-31
25224441,God Must Hate Me,44,2021-12-31,Catie Turner,https://open.spotify.com/track/21xzFXSL2XkZ2mIzDDAqTK,Belgium,viral50,MOVE_DOWN,,2021-12-31
25224442,Move Your Body,45,2021-12-31,"Öwnboss, Sevek",https://open.spotify.com/track/6GomT970rCOkKAyyrwJeZi,Belgium,viral50,MOVE_UP,,2021-12-31
25224443,The Perfect Girl,46,2021-12-31,Mareux,https://open.spotify.com/track/5RBOcBpJXaNnHCGViJmYhh,Belgium,viral50,NEW_ENTRY,,2021-12-31
25224444,Démons,47,2021-12-31,"Angèle, Damso",https://open.spotify.com/track/3gAEAmxdP1GIjgQ3Zud2mE,Belgium,viral50,MOVE_DOWN,,2021-12-31
25224445,La Espada,48,2021-12-31,Eternal Raijin,https://open.spotify.com/track/6w969Gr8VhF02vaHs67oo9,Belgium,viral50,MOVE_DOWN,,2021-12-31
25224446,La famille Madrigal,49,2021-12-31,"Camille Timmerman, Dominique Quesnel, Encanto - Cast",https://open.spotify.com/track/6xqT3QC4Lo9ip19YcfWpaP,Belgium,viral50,NEW_ENTRY,,2021-12-31
25224447,Afgesloten,50,2021-12-31,MEAU,https://open.spotify.com/track/0C2GwAV0SlE1r8dkyYYpXl,Belgium,viral50,MOVE_DOWN,,2021-12-31
25224448,Bang Bang,1,2021-12-31,"K'NAAN, Adam Levine",https://open.spotify.com/track/61YzdCCBPM5Pc7lIiD5i8C,Bolivia,viral50,SAME_POSITION,,2021-12-31
25224449,No se habla de Bruno,2,2021-12-31,"Carolina Gaitán - La Gaita, Mauro Castillo, Daniela Sierra, Juanse Diez, Isabel Garcés, Olga Lucía Vives, Encanto - Elenco",https://open.spotify.com/track/5QKk5N5xJQGsWMhPM80Kfv,Bolivia,viral50,MOVE_UP,,2021-12-31
25224450,TITAN,3,2021-12-31,Salastkbron,https://open.spotify.com/track/5fBQLapwAPSLw27STml9kr,Bolivia,viral50,MOVE_DOWN,,2021-12-31
25224451,I AM WOMAN,4,2021-12-31,Emmy Meli,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb,Bolivia,viral50,SAME_POSITION,,2021-12-31
25224452,Taca a Xereca pra Mim,5,2021-12-31,MC Kaique da VP,https://open.spotify.com/track/2GqCEJpzmD81AJ2H0Hyz5T,Bolivia,viral50,SAME_POSITION,,2021-12-31
25224453,"Gone, Gone, Gone",6,2021-12-31,Phillip Phillips,https://open.spotify.com/track/2qHiyBpxyOXnRGG3t2iE96,Bolivia,viral50,SAME_POSITION,,2021-12-31
25224454,Mon Amour - Remix,7,2021-12-31,"zzoilo, Aitana",https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R,Bolivia,viral50,MOVE_UP,,2021-12-31
25224455,abcdefu,8,2021-12-31,GAYLE,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL,Bolivia,viral50,MOVE_DOWN,,2021-12-31
25224456,Convéncete,9,2021-12-31,Princesa Alba,https://open.spotify.com/track/5UyH584f99c7qErZifyaHy,Bolivia,viral50,MOVE_UP,,2021-12-31
25224457,Pope Is a Rockstar,10,2021-12-31,SALES,https://open.spotify.com/track/0So2sgVa8aJiARPl2P29u2,Bolivia,viral50,MOVE_DOWN,,2021-12-31
25224458,Hasta la Raíz,11,2021-12-31,Natalia Lafourcade,https://open.spotify.com/track/3lGMtkONrZdJ8kTCg6KIFf,Bolivia,viral50,MOVE_DOWN,,2021-12-31
25224459,Alien Blues,12,2021-12-31,Vundabar,https://open.spotify.com/track/11iIikXxC6NP0Ma8vMD27x,Bolivia,viral50,MOVE_UP,,2021-12-31
25224460,Enemy (with JID) - from the series Arcane League of Legends,13,2021-12-31,Imagine Dragons,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ,Bolivia,viral50,SAME_POSITION,,2021-12-31
25224461,DANCE CRIP,14,2021-12-31,Trueno,https://open.spotify.com/track/1kjs5eR4DMzyB0gm1Z8waV,Bolivia,viral50,MOVE_UP,,2021-12-31
25224462,Hola Como Vas,15,2021-12-31,Eladio Carrion,https://open.spotify.com/track/0MEZYGMSPxNwUO4nAdQRBW,Bolivia,viral50,MOVE_UP,,2021-12-31
25224463,I Love You So,16,2021-12-31,The Walters,https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc,Bolivia,viral50,MOVE_DOWN,,2021-12-31
25224464,Enemy - From the series Arcane League of Legends,17,2021-12-31,Imagine Dragons,https://open.spotify.com/track/5UlnuulVAVmmesw4VzqHdG,Bolivia,viral50,MOVE_DOWN,,2021-12-31
25224465,Bff <3,18,2021-12-31,DEKKO,https://open.spotify.com/track/1i1RYy42uVr7KBCpA5Gjym,Bolivia,viral50,MOVE_UP,,2021-12-31
25224466,Bar,19,2021-12-31,"TINI, L-Gante",https://open.spotify.com/track/0lJE8f0lx8mUSfMyxeYpiC,Bolivia,viral50,MOVE_DOWN,,2021-12-31
25224467,Medallo,20,2021-12-31,"Blessd, Justin Quiles, Lenny Tavárez",https://open.spotify.com/track/6lX6l7OuA3qrnIRfdsr0dw,Bolivia,viral50,MOVE_UP,,2021-12-31
25224468,It'll Be Okay,21,2021-12-31,Shawn Mendes,https://open.spotify.com/track/2KnLkZ3z7PO3kgVGHGqDpD,Bolivia,viral50,MOVE_UP,,2021-12-31
25224469,Dos Oruguitas,22,2021-12-31,Sebastian Yatra,https://open.spotify.com/track/5rohUzwEoRsUvAA1Bf3DLo,Bolivia,viral50,MOVE_UP,,2021-12-31
25224470,No Te Deseo el Mal,23,2021-12-31,"Eladio Carrion, KAROL G",https://open.spotify.com/track/3HQxzXOb4p9pfpD5gP38D5,Bolivia,viral50,MOVE_DOWN,,2021-12-31
25224471,La familia Madrigal,24,2021-12-31,"Olga Lucía Vives, Yaneth Waldman, Encanto - Elenco",https://open.spotify.com/track/6740sbqgB64LZopHUEiBG8,Bolivia,viral50,MOVE_UP,,2021-12-31
25224472,Bang Bang - New Version,25,2021-12-31,"K'NAAN, Adam Levine",https://open.spotify.com/track/2U0zvszh4nKG92Q8TVnnhT,Bolivia,viral50,MOVE_DOWN,,2021-12-31
25224473,Aquel Nap ZzZz,26,2021-12-31,Rauw Alejandro,https://open.spotify.com/track/5bQLsyTrUaMQRfr6whwGe5,Bolivia,viral50,MOVE_DOWN,,2021-12-31
25224474,El Avioncito,27,2021-12-31,Giblack,https://open.spotify.com/track/4LpLAy1TgTVg097hienIjS,Bolivia,viral50,MOVE_UP,,2021-12-31
25224475,Tírame Un Hello,28,2021-12-31,Ramon Vega,https://open.spotify.com/track/29gcdJL6O6K11Z4eV8Qhk6,Bolivia,viral50,MOVE_UP,,2021-12-31
25224476,Cuando Me Ves,29,2021-12-31,"Dani Ribba, Tiago PZK",https://open.spotify.com/track/6t4YfQwwCZS5NIVJelVa9y,Bolivia,viral50,MOVE_DOWN,,2021-12-31
25224477,Do It To It,30,2021-12-31,"ACRAZE, Cherish",https://open.spotify.com/track/20on25jryn53hWghthWWW3,Bolivia,viral50,MOVE_DOWN,,2021-12-31
25224478,Cpr,31,2021-12-31,cupcakKe,https://open.spotify.com/track/35mBYyB61qTcGGj7MXIRM1,Bolivia,viral50,MOVE_UP,,2021-12-31
25224479,Face Off,32,2021-12-31,"Tech N9ne, Joey Cool, King Iso, Dwayne Johnson",https://open.spotify.com/track/6M47gaKejso9772SKTa3yH,Bolivia,viral50,MOVE_DOWN,,2021-12-31
25224480,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),33,2021-12-31,Tainy,https://open.spotify.com/track/4gzsuuZypVbxs0Af1LSZyB,Bolivia,viral50,MOVE_DOWN,,2021-12-31
25224481,Chandelier,34,2021-12-31,Will Paquin,https://open.spotify.com/track/3REELyDyt5SPKX2387Zubv,Bolivia,viral50,MOVE_UP,,2021-12-31
25224482,Me Gustas Natural,35,2021-12-31,"Eladio Carrion, Rels B",https://open.spotify.com/track/1Sym1HsTqsa2pYKhYL1j15,Bolivia,viral50,NEW_ENTRY,,2021-12-31
25224483,TE DESEO LO MEJOR,36,2021-12-31,Bad Bunny,https://open.spotify.com/track/23XjN1s3DZC8Q9ZwuorYY4,Bolivia,viral50,MOVE_UP,,2021-12-31
25224484,The Perfect Girl,37,2021-12-31,Mareux,https://open.spotify.com/track/5RBOcBpJXaNnHCGViJmYhh,Bolivia,viral50,SAME_POSITION,,2021-12-31
25224485,Notion,38,2021-12-31,The Rare Occasions,https://open.spotify.com/track/0sTlGEld0h8kIPZaKDYUf4,Bolivia,viral50,MOVE_DOWN,,2021-12-31
25224486,MIDDLE OF THE NIGHT,39,2021-12-31,Elley Duhé,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly,Bolivia,viral50,NEW_ENTRY,,2021-12-31
25224487,Infinity,40,2021-12-31,Jaymes Young,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK,Bolivia,viral50,MOVE_UP,,2021-12-31
25224488,YIN YAN,41,2021-12-31,"Duki, Rels B",https://open.spotify.com/track/6KGGhJoXrztLp8ZT91zizs,Bolivia,viral50,MOVE_DOWN,,2021-12-31
25224489,We Don't Talk About Bruno,42,2021-12-31,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",https://open.spotify.com/track/52xJxFP6TqMuO4Yt0eOkMz,Bolivia,viral50,NEW_ENTRY,,2021-12-31
